user_id,accuracy
5,0.888889
12,0.777778
19,0.500000
24,0.822222
31,0.400000
52,0.422222
62,0.477778
63,0.533333
68,0.555556
69,0.855556
70,0.255556
71,0.444444
78,0.388889
80,0.411111
90,0.877778
92,0.233333
93,0.655556
105,0.411111
106,0.477778
109,0.333333
118,0.211111
125,0.255556
131,0.266667
139,0.477778
140,0.477778
148,0.500000
149,0.344444
151,0.355556
154,0.522222
156,0.500000
165,0.222222
169,0.577778
175,0.544444
176,0.255556
180,0.266667
181,0.355556
183,0.433333
188,0.266667
189,0.466667
196,0.188889
207,0.544444
210,0.511111
233,0.922222
235,0.400000
239,0.833333
240,0.211111
251,0.255556
254,0.255556
258,0.355556
265,0.377778
275,0.355556
279,0.266667
280,0.244444
286,0.388889
292,0.966667
296,0.688889
298,0.988889
300,0.555556
301,0.511111
304,0.366667
307,0.855556
309,0.433333
314,0.377778
315,0.266667
318,0.255556
327,0.500000
331,0.500000
333,0.244444
334,0.233333
337,0.433333
341,0.333333
343,0.500000
345,0.788889
351,0.500000
353,0.511111
355,0.988889
365,0.666667
370,0.433333
371,0.400000
381,0.400000
386,0.333333
388,0.822222
391,0.588889
392,0.555556
393,0.322222
395,0.244444
398,0.311111
407,0.400000
408,0.266667
414,0.266667
416,0.866667
421,0.522222
428,0.377778
431,0.333333
440,0.222222
442,0.500000
443,0.366667
446,0.433333
447,0.977778
455,0.288889
459,0.644444
478,0.233333
481,0.444444
492,0.511111
493,0.422222
497,0.477778
504,0.255556
510,0.455556
512,0.200000
523,0.422222
526,0.577778
530,0.322222
532,0.311111
535,0.288889
537,0.366667
542,0.277778
543,0.466667
546,0.444444
549,0.477778
559,0.444444
564,0.222222
566,0.511111
569,0.355556
572,0.255556
575,0.422222
578,0.422222
587,0.200000
588,0.733333
589,0.455556
597,0.344444
606,0.300000
608,0.333333
624,0.388889
639,0.222222
647,0.355556
649,0.322222
656,0.866667
666,0.688889
673,1.000000
674,0.466667
692,0.355556
701,0.444444
702,0.355556
705,0.344444
706,0.344444
708,0.244444
712,0.244444
717,0.288889
721,0.633333
733,0.311111
734,0.644444
739,0.388889
745,0.311111
746,0.377778
748,0.233333
751,0.322222
769,0.355556
774,0.266667
779,0.377778
794,0.311111
817,0.433333
820,0.633333
824,0.400000
829,0.355556
841,0.366667
845,0.344444
846,0.288889
877,0.488889
891,0.644444
899,0.544444
900,0.433333
903,0.477778
904,0.288889
911,0.466667
913,0.355556
919,0.400000
922,0.555556
937,0.322222
955,0.477778
960,0.311111
963,0.411111
967,0.400000
974,0.455556
990,0.322222
991,0.411111
1002,0.422222
1009,0.222222
1012,0.833333
1018,0.300000
1019,0.300000
1026,0.233333
1027,0.366667
1028,0.355556
1031,0.766667
1032,0.266667
1033,0.255556
1035,0.433333
1039,0.477778
1040,0.311111
1043,0.355556
1046,0.311111
1056,0.455556
1066,0.822222
1073,0.377778
1077,0.588889
1086,0.377778
1087,0.611111
1096,0.788889
1102,0.344444
1112,0.355556
1122,0.333333
1131,0.566667
1135,0.555556
1140,0.288889
1144,0.222222
1145,0.888889
1154,0.422222
1158,0.288889
1159,0.233333
1162,0.377778
1163,0.277778
1165,0.300000
1180,0.100000
1184,0.488889
1186,0.322222
1191,0.822222
1196,0.222222
1207,0.555556
1213,0.544444
1214,0.411111
1218,0.500000
1219,0.366667
1222,0.577778
1231,0.366667
1232,0.211111
1234,0.500000
1235,0.277778
1237,0.988889
1238,0.588889
1244,0.566667
1250,0.488889
1255,0.788889
1257,0.422222
1258,0.300000
1263,0.500000
1276,0.311111
1282,0.388889
1283,0.377778
1294,0.333333
1300,0.233333
1303,0.766667
1306,0.400000
1307,0.244444
1314,0.233333
1322,0.855556
1328,0.555556
1330,0.455556
1338,0.266667
1340,1.000000
1351,0.366667
1353,0.311111
1354,0.311111
1359,0.544444
1362,0.422222
1372,0.322222
1373,0.244444
1376,0.222222
1382,0.333333
1387,0.288889
1389,0.333333
1395,0.333333
1398,0.322222
1400,0.355556
1406,0.233333
1413,0.333333
1416,0.477778
1423,0.477778
1432,0.477778
1444,0.422222
1449,0.277778
1450,0.255556
1455,0.277778
1457,0.333333
1462,0.266667
1470,0.500000
1473,0.422222
1478,0.355556
1486,0.877778
1488,0.500000
1494,0.533333
1496,0.222222
1497,0.422222
1500,0.422222
1509,0.233333
1511,0.211111
1514,0.544444
1518,0.288889
1519,0.555556
1528,0.388889
1533,0.411111
1543,0.322222
1560,0.355556
1562,0.722222
1565,0.555556
1568,0.322222
1573,0.288889
1581,0.477778
1583,0.477778
1586,0.533333
1588,0.355556
1589,0.577778
1596,0.255556
1597,0.822222
1600,0.511111
1604,0.300000
1611,0.511111
1613,0.511111
1614,0.422222
1618,0.400000
1628,0.211111
1631,0.266667
1641,0.222222
1642,0.411111
1648,0.455556
1659,0.511111
1662,0.300000
1664,0.611111
1665,0.466667
1667,0.344444
1676,0.477778
1677,0.466667
1686,0.255556
1689,0.422222
1691,0.244444
1708,0.322222
1709,0.922222
1712,0.366667
1714,0.566667
1716,0.444444
1718,0.488889
1722,0.211111
1724,0.400000
1728,0.266667
1732,0.322222
1738,0.444444
1750,0.322222
1758,0.277778
1759,0.455556
1767,0.333333
1769,0.444444
1779,0.577778
1781,0.311111
1785,0.322222
1796,0.211111
1804,0.355556
1813,0.444444
1815,0.388889
1816,0.277778
Average,0.430
